100,Phường Quảng An,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,3
103,Phường Xuân La,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,3
106,Phường Yên Phụ,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,3
109,Phường Bưởi,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,3
112,Phường Thụy Khuê,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,3
115,Phường Thượng Thanh,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
118,Phường Ngọc Thụy,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
121,Phường Giang Biên,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
124,Phường Đức Giang,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
127,Phường Việt Hưng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
130,Phường Gia Thụy,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
133,Phường Ngọc Lâm,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
136,Phường Phúc Lợi,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
139,Phường Bồ Đề,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
142,Phường Sài Đồng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
145,Phường Long Biên,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
148,Phường Thạch Bàn,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
151,Phường Phúc Đồng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
154,Phường Cự Khối,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,4
157,Phường Nghĩa Đô,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
160,Phường Nghĩa Tân,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
163,Phường Mai Dịch,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
166,Phường Dịch Vọng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
167,Phường Dịch Vọng Hậu,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
169,Phường Quan Hoa,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
172,Phường Yên Hoà,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
175,Phường Trung Hoà,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,5
178,Phường Cát Linh,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
181,Phường Văn Miếu,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
184,Phường Quốc Tử Giám,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
187,Phường Láng Thượng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
190,Phường Ô Chợ Dừa,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
193,Phường Văn Chương,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
196,Phường Hàng Bột,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
199,Phường Láng Hạ,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
202,Phường Khâm Thiên,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
205,Phường Thổ Quan,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
208,Phường Nam Đồng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
211,Phường Trung Phụng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
214,Phường Quang Trung,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
217,Phường Trung Liệt,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
220,Phường Phương Liên,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
223,Phường Thịnh Quang,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
226,Phường Trung Tự,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
229,Phường Kim Liên,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
232,Phường Phương Mai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
235,Phường Ngã Tư Sở,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
238,Phường Khương Thượng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,6
241,Phường Nguyễn Du,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
244,Phường Bạch Đằng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
247,Phường Phạm Đình Hổ,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
250,Phường Bùi Thị Xuân,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
253,Phường Ngô Thì Nhậm,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
256,Phường Lê Đại Hành,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
259,Phường Đồng Nhân,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
262,Phường Phố Huế,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
265,Phường Đống Mác,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
268,Phường Thanh Lương,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
271,Phường Thanh Nhàn,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
274,Phường Cầu Dền,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
277,Phường Bách Khoa,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
280,Phường Đồng Tâm,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
283,Phường Vĩnh Tuy,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
286,Phường Bạch Mai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
289,Phường Quỳnh Mai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
292,Phường Quỳnh Lôi,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
295,Phường Minh Khai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
298,Phường Trương Định,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,7
301,Phường Thanh Trì,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
304,Phường Vĩnh Hưng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
307,Phường Định Công,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
310,Phường Mai Động,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
313,Phường Tương Mai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
316,Phường Đại Kim,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
319,Phường Tân Mai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
322,Phường Hoàng Văn Thụ,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
325,Phường Giáp Bát,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
328,Phường Lĩnh Nam,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
331,Phường Thịnh Liệt,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
334,Phường Trần Phú,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
337,Phường Hoàng Liệt,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
340,Phường Yên Sở,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,8
343,Phường Nhân Chính,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
346,Phường Thượng Đình,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
349,Phường Khương Trung,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
352,Phường Khương Mai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
355,Phường Thanh Xuân Trung,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
358,Phường Phương Liệt,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
361,Phường Hạ Đình,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
364,Phường Khương Đình,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
367,Phường Thanh Xuân Bắc,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
370,Phường Thanh Xuân Nam,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
373,Phường Kim Giang,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,9
376,Thị trấn Sóc Sơn,Thị trấn,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
379,Xã Bắc Sơn,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
382,Xã Minh Trí,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
385,Xã Hồng Kỳ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
388,Xã Nam Sơn,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
391,Xã Trung Giã,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
394,Xã Tân Hưng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
397,Xã Minh Phú,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
400,Xã Phù Linh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
403,Xã Bắc Phú,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
406,Xã Tân Minh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
409,Xã Quang Tiến,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
412,Xã Hiền Ninh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
415,Xã Tân Dân,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
418,Xã Tiên Dược,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
421,Xã Việt Long,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
424,Xã Xuân Giang,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
427,Xã Mai Đình,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
430,Xã Đức Hoà,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
433,Xã Thanh Xuân,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
436,Xã Đông Xuân,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
439,Xã Kim Lũ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
442,Xã Phú Cường,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
445,Xã Phú Minh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
448,Xã Phù Lỗ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
451,Xã Xuân Thu,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,16
454,Thị trấn Đông Anh,Thị trấn,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
457,Xã Xuân Nộn,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
460,Xã Thuỵ Lâm,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
463,Xã Bắc Hồng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
466,Xã Nguyên Khê,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
469,Xã Nam Hồng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
472,Xã Tiên Dương,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
475,Xã Vân Hà,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
478,Xã Uy Nỗ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
481,Xã Vân Nội,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
484,Xã Liên Hà,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
487,Xã Việt Hùng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
490,Xã Kim Nỗ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
493,Xã Kim Chung,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
496,Xã Dục Tú,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
499,Xã Đại Mạch,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
502,Xã Vĩnh Ngọc,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
505,Xã Cổ Loa,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
508,Xã Hải Bối,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
511,Xã Xuân Canh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
514,Xã Võng La,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
517,Xã Tầm Xá,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
520,Xã Mai Lâm,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
523,Xã Đông Hội,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,17
526,Thị trấn Yên Viên,Thị trấn,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
529,Xã Yên Thường,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
532,Xã Yên Viên,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
535,Xã Ninh Hiệp,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
538,Xã Đình Xuyên,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
541,Xã Dương Hà,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
544,Xã Phù Đổng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
547,Xã Trung Mầu,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
550,Xã Lệ Chi,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
553,Xã Cổ Bi,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
556,Xã Đặng Xá,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
559,Xã Phú Thị,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
562,Xã Kim Sơn,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
565,Thị trấn Trâu Quỳ,Thị trấn,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
568,Xã Dương Quang,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
571,Xã Dương Xá,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
574,Xã Đông Dư,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
577,Xã Đa Tốn,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
580,Xã Kiêu Kỵ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
583,Xã Bát Tràng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
586,Xã Kim Lan,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
589,Xã Văn Đức,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,18
592,Phường Cầu Diễn,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
595,Phường Thượng Cát,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
598,Phường Liên Mạc,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
601,Phường Đông Ngạc,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
602,Phường Đức Thắng,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
604,Phường Thụy Phương,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
607,Phường Tây Tựu,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
610,Phường Xuân Đỉnh,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
611,Phường Xuân Tảo,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
613,Phường Minh Khai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
616,Phường Cổ Nhuế 1,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
617,Phường Cổ Nhuế 2,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
619,Phường Phú Diễn,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
620,Phường Phúc Diễn,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,21
622,Phường Xuân Phương,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
623,Phường Phương Canh,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
625,Phường Mỹ Đình 1,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
626,Phường Mỹ Đình 2,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
628,Phường Tây Mỗ,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
631,Phường Mễ Trì,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
632,Phường Phú Đô,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
634,Phường Đại Mỗ,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
637,Phường Trung Văn,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,19
640,Thị trấn Văn Điển,Thị trấn,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
643,Xã Tân Triều,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
646,Xã Thanh Liệt,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
649,Xã Tả Thanh Oai,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
652,Xã Hữu Hoà,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
655,Xã Tam Hiệp,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
658,Xã Tứ Hiệp,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
661,Xã Yên Mỹ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
664,Xã Vĩnh Quỳnh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
667,Xã Ngũ Hiệp,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
670,Xã Duyên Hà,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
673,Xã Ngọc Hồi,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
676,Xã Vạn Phúc,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
679,Xã Đại áng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
682,Xã Liên Ninh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
685,Xã Đông Mỹ,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,20
688,Phường Quang Trung,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,24
691,Phường Trần Phú,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,24
692,Phường Ngọc Hà,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,24
694,Phường Nguyễn Trãi,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,24
697,Phường Minh Khai,Phường,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,24
700,Xã Ngọc Đường,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,24
703,Xã Kim Thạch,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,30
706,Xã Phú Linh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,30
709,Xã Kim Linh,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,30
712,Thị trấn Phó Bảng,Thị trấn,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
715,Xã Lũng Cú,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
718,Xã Má Lé,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
721,Thị trấn Đồng Văn,Thị trấn,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
724,Xã Lũng Táo,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
727,Xã Phố Là,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
730,Xã Thài Phìn Tủng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
733,Xã Sủng Là,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
736,Xã Xà Phìn,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
739,Xã Tả Phìn,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
742,Xã Tả Lủng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
745,Xã Phố Cáo,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
748,Xã Sính Lủng,Xã,2019-07-09 11:08:20.391+07,2019-07-09 11:08:20.391+07,26
